gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,0,1,0,0.3920903288424788,1,1,0,1,1,0,1,0,1,1.0133075601823696,0.7410177551036825,1,0,0,0,0,0,0
0,0,1,0,-0.9109613101984924,1,0,0,0,0,0,0,0,1,-1.4893587220678117,-0.9229477407410672,0,1,0,0,0,0,0
1,0,1,1,0.9214550572028734,1,0,1,0,0,0,0,1,0,-0.17653909193657447,0.3870346403536998,0,0,1,0,1,0,0
0,0,0,0,-0.38159658183809786,1,0,1,0,0,0,0,0,1,0.3402797751150897,-0.22113601295576768,1,0,0,0,0,0,0
1,0,1,0,-0.9516816739185228,1,1,0,1,1,0,0,1,1,0.142525932095321,-0.7172682640831972,0,0,0,0,1,0,0
0,1,1,0,1.0843365120829946,1,1,1,1,1,1,0,0,1,0.9734244321783826,1.4136231736767317,1,0,1,0,0,1,0
0,0,1,0,1.6137012404433893,1,0,1,1,1,1,1,1,0,0.6759627691486464,1.709877503526066,0,0,0,1,0,0,1
0,0,0,0,-1.2774445836787656,1,0,0,0,0,1,1,1,1,1.0332491241843629,-0.9634924509616984,1,0,0,0,0,1,0
0,0,1,1,-0.3408762181180675,1,0,0,0,0,0,0,0,1,-1.451137391063991,-0.7893134346928715,0,1,0,1,1,0,0
0,0,1,1,1.0436161483629645,1,1,0,1,0,0,1,0,1,0.06774506708784545,0.7458928263543678,0,0,0,0,0,0,0
1,0,1,1,-0.055833672077855064,1,1,1,1,0,1,0,1,1,0.3485887601159204,0.028573518979784423,0,0,1,0,0,0,0
0,0,1,0,-0.6666391278783103,1,0,0,0,0,0,0,0,0,-1.5009913010689746,-0.8670498649526671,0,1,0,0,0,0,1
1,0,1,0,0.18848851024232702,1,1,1,0,1,0,1,1,0,0.4815325201292102,0.2788565887095349,0,0,1,0,0,0,1
1,0,1,1,-0.62591876415828,1,0,0,0,0,0,0,0,1,0.14086413509515497,-0.49857389132621277,1,0,0,0,0,1,0
1,0,1,0,0.6771328748826912,1,1,1,1,0,0,1,0,1,0.966777244177718,1.0823830383813036,1,0,0,0,0,0,0
1,0,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,1,-0.6518130339840859,-0.9623233162273711,0,0,0,0,0,1,0
1,1,0,0,0.5956921474426305,1,0,1,0,0,0,0,1,0,0.6892571451499756,0.777613878202718,1,0,0,0,0,0,1
0,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,1,0.1574821050968162,-0.9751176208671786,1,0,0,0,0,1,0
1,0,1,0,0.9621754209229036,1,0,0,0,0,0,1,1,0,0.82884809316393,1.1793771030386022,1,0,0,0,0,0,1
0,0,1,1,0.5549717837226001,1,0,0,0,1,1,0,1,0,0.8703930181680831,0.863335719289428,1,0,1,0,0,0,0
1,0,1,1,1.6137012404433893,1,1,1,1,1,1,1,1,0,0.82884809316393,1.79101104225919,0,0,0,1,1,0,0
1,0,0,0,0.43281069256250915,1,1,0,0,0,1,1,1,1,1.1711782751981514,0.852284087178146,1,0,1,0,0,1,0
0,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0.19071804510013865,-0.9746764379485645,1,0,0,0,0,1,0
1,1,1,0,1.6137012404433893,1,1,0,1,1,1,1,1,1,1.5583769762368582,2.5337645448918735,1,0,0,1,0,0,0
1,1,0,0,-0.8295205827584317,0,0,0,1,0,0,0,0,1,-1.1769408860365806,-0.8376009051351793,0,0,0,0,1,0,0
1,1,1,0,1.4508197855632678,0,0,1,1,1,0,0,0,1,-0.7581680419947175,0.3026584071687628,0,0,0,1,0,1,0
1,1,0,0,0.35136996512244845,1,1,0,0,1,0,1,1,1,1.1180007711928355,0.8417839337151315,1,0,0,0,0,1,0
0,0,1,1,1.0436161483629645,1,0,0,1,1,0,1,0,1,0.8903345821700764,1.4258659996682717,1,0,0,0,0,1,0
0,0,0,1,0.26992923768238775,0,0,0,0,1,0,0,0,0,-1.152013931034089,-0.5066695978827807,0,0,0,0,1,0,0
1,0,0,1,0.6364125111626608,1,1,1,0,1,0,1,1,1,0.464914550127549,0.6188542049394521,0,0,1,0,1,0,0
1,0,1,1,-0.30015585439803716,1,1,0,0,0,0,0,0,1,-1.3082228490497045,-0.764518954666762,0,1,0,0,0,0,0
1,0,1,1,-0.6666391278783103,1,0,0,0,0,0,0,0,0,-1.4710789550659844,-0.8775941367075429,0,1,0,1,0,0,1
1,0,0,0,-0.3408762181180675,1,0,0,1,1,0,0,1,1,0.8238627021634315,-0.04084661326413625,1,0,0,0,0,1,0
1,0,0,0,0.43281069256250915,1,0,1,1,1,1,0,0,1,0.8604222361670865,0.7070246112244701,1,0,1,0,1,0,0
0,0,0,0,-1.2774445836787656,0,0,0,0,0,0,0,1,0,-0.9874960280176428,-0.9903163724134325,0,0,0,0,0,0,1
1,0,0,1,-1.1960038562387048,1,0,0,0,0,0,1,0,1,-0.33440980695235617,-0.9310213881517044,0,0,0,0,1,0,0
0,0,0,0,-1.1960038562387048,1,0,0,0,0,0,0,0,1,0.18240906009930805,-0.9044401173052079,1,0,0,0,0,1,0
1,0,1,0,1.002895784642934,1,0,1,0,0,1,0,0,0,-0.3011738669490337,0.39347591096546486,0,0,0,0,0,1,0
0,1,1,0,1.002895784642934,1,1,0,1,1,0,0,1,0,0.9717626351782166,1.3937920014850302,1,0,0,0,1,0,0
0,0,0,1,-1.2774445836787656,1,0,1,0,0,1,0,0,0,-0.3410569949530208,-0.9817353646463893,0,0,0,0,0,1,0
0,0,0,0,-0.9516816739185228,1,0,0,0,0,0,0,0,0,-0.6518130339840859,-0.822049207254034,0,0,0,0,0,1,0
1,1,1,0,-1.0738427650786138,1,0,0,0,1,0,1,1,1,1.0299255301840309,-0.752651134156044,1,0,0,0,0,1,0
1,0,1,1,1.247217966963116,1,1,0,1,1,0,1,1,1,1.330710787214099,1.904814176115684,1,0,0,1,0,0,0
0,1,0,0,-0.748079855318371,1,1,0,0,1,0,0,0,1,0.5180920541328647,-0.5389641875253292,1,0,0,0,0,0,0
1,0,0,1,-0.38159658183809786,1,0,0,1,0,1,0,0,1,-0.31446824295036285,-0.43921272962669244,0,0,0,0,0,0,0
0,0,1,0,1.5729808767233588,1,1,0,0,0,0,0,0,1,-1.3397969920528607,-0.26388663776946913,0,1,0,1,1,0,0
0,0,1,1,0.43281069256250915,1,1,0,0,1,0,0,1,1,0.9235705221733989,0.7761579745712915,1,0,0,0,0,0,0
0,1,0,0,-0.62591876415828,1,0,0,1,1,0,1,0,1,0.8105683261621028,-0.34537312283748406,1,0,0,0,0,1,0
0,0,1,1,-0.7073594915983407,1,0,0,0,0,0,0,0,0,-0.613591702980265,-0.7236654164031009,0,0,0,0,0,1,0
1,0,0,0,0.10704778280226633,1,1,1,0,0,0,0,0,0,-0.3161300399505289,-0.1568997800055621,0,0,0,1,0,0,1
0,0,1,1,-0.055833672077855064,1,1,0,0,1,1,1,1,1,1.3107692232121058,0.4251749036678843,1,0,0,0,0,1,0
1,0,1,1,1.5729808767233588,1,1,1,1,1,1,1,1,0,0.8504514541660894,1.7848124222526627,0,0,0,1,0,1,0
0,0,0,0,0.06632741908223598,1,0,0,1,0,0,0,0,1,0.30538203811160125,0.10796438518438257,1,0,0,0,1,0,0
0,0,0,0,-0.7073594915983407,1,1,1,0,0,0,0,1,1,-0.003712203919297562,-0.5670013620032519,0,0,0,0,0,0,0
1,0,1,1,1.4508197855632678,1,1,0,0,0,0,0,0,0,-1.3082228490497045,-0.29097526897237175,0,1,0,1,0,0,0
1,0,1,1,-0.2594354906780068,1,1,0,0,1,1,1,1,1,0.572931355138347,-0.0867516959459282,0,0,1,0,1,0,0
1,0,0,1,-1.2774445836787656,1,0,1,1,0,1,0,1,1,0.18905624809997262,-0.9746984970944953,0,0,0,0,0,0,0
0,1,0,0,1.002895784642934,1,0,1,0,1,1,1,0,0,0.16911468409797886,0.7602753895011858,0,0,0,1,0,0,0
0,0,0,0,0.26992923768238775,1,0,1,0,1,1,1,0,1,1.0232783421833662,0.6234425072930383,1,0,1,0,0,1,0
1,0,1,1,0.5549717837226001,1,1,0,0,0,0,0,0,0,-1.3248408190513656,-0.4874781409230695,0,1,1,0,0,1,0
1,0,0,0,1.2879383306831464,1,1,0,1,1,0,1,1,1,1.3174164112127704,1.9469030265514644,1,0,0,1,0,0,0
0,0,1,0,-1.1960038562387048,1,1,0,0,0,0,1,1,0,1.001674981181207,-0.8852486603454967,1,0,0,0,0,1,0
0,0,0,0,-1.1552834925186746,1,0,0,0,0,0,0,0,1,-1.4827115340671475,-0.9755808629317234,0,1,0,0,1,0,0
1,0,1,1,1.5729808767233588,1,1,1,1,1,1,1,1,1,0.8803638001690798,1.9014391267882869,0,0,0,1,0,0,1
0,0,1,0,-0.3408762181180675,1,0,0,1,1,0,1,1,1,1.1479131171958254,0.0668902554614146,1,0,0,0,1,0,0
0,0,0,0,0.43281069256250915,1,0,0,0,0,0,0,0,1,-1.4993295040688086,-0.6619880443808568,0,1,0,1,0,0,0
0,0,0,0,-0.62591876415828,1,1,0,0,1,1,1,0,1,0.14086413509515497,-0.516949159886488,0,0,0,0,0,0,1
1,1,1,0,0.06632741908223598,1,0,0,0,1,0,1,0,1,0.6792863631489789,0.26237840669929996,1,0,0,0,1,0,0
1,0,0,0,-0.9109613101984924,1,0,0,0,0,0,0,0,1,-0.6617838159850825,-0.8136887909462978,0,0,0,0,1,0,0
0,1,0,0,0.3106496014024181,1,0,0,0,0,0,1,1,1,0.8903345821700764,0.6149497361097178,1,0,0,0,0,1,0
0,1,0,0,0.7992939660427822,1,1,1,0,1,0,0,0,0,-0.16324471593524553,0.3633210584781946,0,0,0,1,0,0,0
0,0,1,1,0.758573602322752,1,1,1,1,0,0,0,1,1,0.9651154471775519,0.9969038478998314,1,0,0,0,0,1,0
1,0,0,0,-0.7888002190384014,1,1,0,0,0,1,1,1,0,1.1961052302006432,-0.4263963658409543,1,0,0,0,0,1,0
0,0,0,1,-0.5851984004382496,1,1,1,0,0,0,0,1,0,0.001273187081200524,-0.4910517225638433,0,0,0,0,0,1,0
0,0,1,1,-0.0965540357978854,1,0,0,0,1,1,1,0,1,-0.00869759491979612,-0.1299655628241743,0,0,1,0,0,1,0
1,0,0,0,-1.1552834925186746,1,0,0,0,1,0,0,0,1,0.33363258711442517,-0.8637630522089924,1,0,0,0,0,0,0
1,0,0,0,-1.1552834925186746,1,0,0,1,0,1,1,0,1,-0.033624549922287965,-0.905984257520357,0,0,0,0,0,0,0
1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,1,-1.481049737066981,-0.9968679387548512,0,1,0,0,0,0,1
0,0,1,1,0.22920887396235737,1,0,0,0,0,0,0,0,0,-1.5009913010689746,-0.6691131485164737,0,1,1,0,1,0,0
0,0,0,0,1.6137012404433893,1,1,1,0,0,1,0,0,1,0.6626683931473177,1.723002695354834,1,0,0,1,0,0,0
0,0,1,0,1.6137012404433893,1,1,1,0,0,0,0,0,0,0.5214156481331973,1.5255512801291164,1,0,0,1,0,0,0
0,0,0,0,-1.2774445836787656,1,0,0,0,0,0,1,0,1,-0.33607160395252245,-0.9816691872085972,0,0,0,0,0,1,0
1,0,1,1,0.9621754209229036,1,1,0,0,1,1,1,1,1,1.2775332832087833,1.5856183344984192,1,0,0,1,0,1,0
1,1,0,0,-0.7073594915983407,1,1,0,0,0,0,0,0,0,0.36188313611724954,-0.49989744008205494,1,0,0,0,0,1,0
0,0,0,0,1.3286586944031769,1,1,0,0,0,0,0,0,0,-1.2716633150460497,-0.256408587298961,0,1,0,1,0,0,0
1,0,1,1,-1.1145631287986442,1,1,1,1,0,1,0,0,0,-0.012021188920128179,-0.8659689668020626,0,0,0,0,1,0,0
1,0,1,1,1.6137012404433893,1,1,0,0,0,0,0,0,1,-1.3148700370503688,-0.21213588141604103,0,1,0,1,0,0,0
0,0,1,0,1.6137012404433893,1,1,0,0,1,0,1,1,1,1.099721004191008,2.012484867403443,1,0,0,1,0,1,0
1,0,0,0,0.06632741908223598,1,0,0,1,0,0,0,0,1,-0.4972659129686364,-0.24068041625037007,0,0,0,0,0,1,0
1,1,1,0,1.2879383306831464,1,1,0,1,1,0,0,1,1,0.9800716201790471,1.6772299675486264,1,0,0,0,0,1,0
1,0,1,0,1.3286586944031769,1,0,0,0,0,0,0,0,1,-1.4744025490663168,-0.38174865447721246,0,1,0,1,1,0,0
0,0,0,0,0.880734693482843,1,1,0,1,0,0,1,1,1,1.0781176431888486,1.2572458881739819,1,0,0,1,0,0,0
1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,-1.4760643460664828,-0.9968017613170591,0,1,0,0,0,0,1
1,0,0,0,-0.8702409464784621,1,0,0,0,1,0,0,1,0,0.6659919871476498,-0.6136785147926184,1,0,0,0,0,1,0
0,0,0,0,-1.0738427650786138,1,0,1,1,0,0,0,0,0,-0.3194536339508612,-0.8633218692903784,0,0,0,0,0,0,1
0,0,1,0,1.4915401492832983,1,1,0,0,0,0,0,0,0,-1.3464441800535252,-0.2814457179303083,0,1,0,1,0,0,0
1,0,0,0,-1.1960038562387048,1,0,0,0,0,0,0,0,1,-1.4710789550659844,-0.971830808123504,0,1,0,0,0,1,0
1,0,1,1,1.6137012404433893,0,0,1,1,1,1,1,1,1,0.016229360082695727,0.9702122813236815,0,0,0,1,1,0,0
1,0,1,1,0.7992939660427822,1,0,0,1,1,1,1,0,1,0.13255515009432434,0.5307940943840879,0,0,1,0,0,1,0
0,1,0,0,0.10704778280226633,1,1,1,0,0,0,1,1,1,1.1396041321949948,0.5624489687946459,1,0,0,0,0,1,0
1,0,1,0,1.2879383306831464,1,0,0,1,1,1,1,1,1,1.2526063282062914,1.929895425038893,1,0,1,0,1,0,0
1,0,1,1,1.369379058123207,1,0,0,0,0,0,0,0,1,-1.4760643460664828,-0.4059916558550545,0,1,1,0,0,1,0
0,0,1,0,-0.1779947632379461,1,1,0,0,1,1,1,1,1,1.330710787214099,0.33808539553347106,1,0,0,0,0,1,0
1,0,0,0,0.5142514200025698,1,0,1,1,1,1,1,1,0,1.5766567432386855,1.214186435317251,1,0,1,0,1,0,0
1,0,0,0,0.47353105628253944,1,0,0,0,0,0,0,0,0,-1.4744025490663168,-0.6062666417599024,0,1,0,1,1,0,0
0,1,0,0,-1.2367242199587352,1,1,0,0,0,0,1,0,1,0.6909189421501416,-0.9230800956166515,1,0,0,0,0,1,0
0,0,1,1,0.9214550572028734,1,1,1,1,0,1,1,0,1,0.3402797751150897,0.8533208670368887,0,0,1,0,1,0,0
1,0,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,0,-0.62854787598176,-0.970044017303117,0,0,0,0,0,0,1
0,0,1,0,1.6137012404433893,1,1,1,1,1,1,1,0,1,1.302460238211275,2.3281953639636566,1,0,0,1,0,0,0
0,0,0,0,-1.2774445836787656,1,0,0,0,0,0,1,0,0,0.4915033021302069,-0.9706837325351073,1,0,0,0,0,1,0
1,0,1,1,0.18848851024232702,0,0,1,1,1,0,0,0,0,-0.8163309370005319,-0.36659402122281987,0,0,0,0,0,0,0
1,0,0,0,1.2064976032430856,1,1,1,1,1,1,0,0,0,0.15415851109648415,0.8637327839161805,0,0,0,1,0,0,0
0,0,1,1,-0.8702409464784621,1,0,0,0,0,0,0,0,0,-1.4577845790646555,-0.9165285292752327,0,1,0,1,1,0,0
1,0,0,0,1.369379058123207,1,0,0,0,0,0,0,0,0,-1.5093002860698053,-0.45836006829454223,0,1,0,1,0,0,0
0,1,1,0,-0.2594354906780068,1,0,0,0,1,0,0,1,0,-0.1349941669324214,-0.30103423951677205,0,0,1,0,0,0,1
1,0,0,0,-1.0331224013585834,1,0,0,0,0,0,0,0,0,-1.504314895069307,-0.9490437103770882,0,1,1,0,0,0,1
1,0,1,0,-0.9109613101984924,1,0,0,1,0,1,1,1,1,1.1661928841976528,-0.5686116796561932,1,0,0,0,0,1,0
0,0,1,1,1.6137012404433893,1,1,1,0,1,1,1,1,0,1.4187860282229037,2.336930785752215,1,0,0,1,0,0,1
1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,1,0.16745288709781284,-0.9749852659915943,1,0,0,0,0,1,0
0,0,1,1,-1.1552834925186746,1,0,1,0,0,0,0,0,0,-0.4806479429669752,-0.9099990220797449,0,0,0,0,0,1,0
0,0,0,0,-0.8295205827584317,1,0,0,0,0,0,0,0,0,-1.4976677070686424,-0.8906752102444494,0,1,1,0,0,0,1
1,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,-0.5587524019747828,-0.9846251127633114,0,0,0,0,0,1,0
0,0,1,0,0.5549717837226001,1,1,0,1,1,1,1,1,1,1.4669781412277214,1.1358544081173263,1,0,0,1,1,0,0
1,0,0,0,-0.3408762181180675,1,0,0,0,0,1,0,0,1,-0.45405919096431707,-0.4456540002384576,0,0,0,0,1,0,0
1,0,0,1,-0.8702409464784621,1,1,0,0,1,0,0,0,1,0.43998759512505714,-0.6299802236354075,1,0,0,0,0,0,1
1,0,1,1,-0.5037576729981889,1,0,0,0,0,0,0,0,0,-1.4860351280674797,-0.8293066662652352,0,1,0,1,0,0,1
1,0,0,1,0.025607055362205634,1,1,1,0,1,0,0,1,1,1.0149693571825356,0.43916040218794977,1,0,0,0,0,0,0
0,0,0,0,-0.7888002190384014,1,1,0,1,1,0,0,0,1,0.6543594081464871,-0.5387435960660221,1,0,0,0,0,1,0
0,0,1,0,0.6771328748826912,1,0,0,0,0,0,0,0,1,-1.4827115340671475,-0.5763544398778698,0,1,0,1,0,0,0
1,0,0,0,-0.748079855318371,1,0,0,0,0,0,0,0,0,-1.5009913010689746,-0.8732484849591945,0,1,0,0,1,0,0
1,1,1,0,-0.3408762181180675,1,1,1,0,0,0,0,0,1,0.46823814412788106,-0.2238934061971055,1,0,0,0,0,1,0
1,0,1,1,-1.1552834925186746,1,1,0,0,1,0,1,1,0,1.2093996062019723,-0.8355273454176932,1,0,0,0,0,1,0
1,0,0,1,0.6771328748826912,1,1,0,0,0,1,1,1,1,1.1911198392001445,1.2308631496408617,1,0,1,0,0,0,0
1,0,0,0,-1.1552834925186746,1,0,0,0,0,0,0,0,0,-1.5209328650709681,-0.9733749483386531,0,1,0,0,0,0,1
0,0,0,0,1.5729808767233588,1,1,0,0,0,0,0,0,0,-1.3364733980525287,-0.2473202191755115,0,1,0,1,0,1,0
1,0,0,0,1.002895784642934,1,0,0,0,0,0,0,0,0,-1.4660935640654862,-0.5091843405188807,0,1,0,1,0,0,0
1,0,0,0,-0.5444780367182193,1,1,1,0,1,0,0,0,1,0.6643301901474837,-0.27696771130637565,1,0,0,0,0,1,0
1,0,0,0,-0.5444780367182193,1,0,0,1,0,0,0,0,1,0.3020584441112687,-0.37731476614514126,1,0,0,0,1,0,0
1,0,0,0,-0.7073594915983407,1,0,0,0,1,0,1,0,0,0.682609957149311,-0.46760285043950656,1,0,0,0,0,1,0
0,1,1,0,0.7178532386027215,1,1,1,1,1,0,1,1,0,1.461992750227223,1.3906816619088012,1,0,0,0,0,0,0
0,0,0,0,-0.5851984004382496,1,1,0,1,0,0,1,0,1,0.8388188751649267,-0.3319391029656863,1,0,0,0,1,0,0
1,0,1,1,0.14776814652229667,0,0,1,0,1,1,1,1,0,-0.1349941669324214,-0.019934542921830258,0,0,1,0,1,0,0
1,0,1,0,0.22920887396235737,1,1,0,0,1,1,0,1,0,0.14086413509515497,0.1719359083834198,0,0,1,0,1,0,0
0,0,1,1,1.6137012404433893,1,1,1,1,1,1,1,0,0,1.3739175092184182,2.372534247284369,1,0,0,1,1,0,0
1,1,0,0,-1.2367242199587352,0,0,0,0,0,0,0,0,1,-1.3397969920528607,-0.9848236450766876,0,0,0,0,0,0,1
0,0,0,0,0.6364125111626608,1,0,0,1,0,0,0,0,0,0.34526516611558833,0.6586489041984395,1,0,1,0,0,1,0
0,0,0,0,-1.2774445836787656,1,1,0,0,0,0,0,0,1,-0.48729513096763954,-0.9836765694882912,0,0,0,0,0,0,1
1,0,1,1,1.4915401492832983,1,0,1,1,0,1,1,1,1,1.3822264942192488,2.19798022553472,1,0,0,1,1,0,0
0,0,0,0,-0.8295205827584317,1,0,0,0,0,0,0,0,1,-0.6567984249845842,-0.7744455703355781,0,0,0,0,0,0,0
0,0,1,1,-1.1552834925186746,1,0,0,0,0,0,0,0,1,-1.4893587220678117,-0.9692057697577503,0,1,0,0,0,1,0
1,0,0,1,-1.2774445836787656,1,0,0,0,0,0,0,0,1,0.18905624809997262,-0.9746984970944953,1,0,0,0,0,0,1
0,0,1,0,0.5549717837226001,1,1,0,0,0,0,0,0,1,-1.3397969920528607,-0.5354126650304859,0,1,1,0,0,0,0
1,0,0,1,1.369379058123207,1,0,0,0,0,0,0,0,0,-1.4694171580658184,-0.4070504948597283,0,1,0,1,0,0,1
0,0,0,1,-0.8702409464784621,0,0,1,0,0,1,0,0,1,-0.9542600880143203,-0.8281595906768386,0,0,1,0,0,0,1
1,0,0,1,-0.3408762181180675,0,0,1,0,0,1,0,0,0,-0.9642308700153169,-0.6392450649263026,0,0,0,1,0,0,1
1,0,1,1,1.5322605130033284,1,1,1,1,1,1,1,1,0,1.6614083902471577,2.4541089689361066,1,0,0,1,1,0,0
1,0,1,0,1.247217966963116,1,0,0,0,0,0,0,0,1,-1.4893587220678117,-0.4610071658062265,0,1,0,1,0,0,0
0,0,0,0,-1.0738427650786138,1,0,0,0,0,0,0,0,0,-1.4876969250676457,-0.9576026589982009,0,1,0,0,0,0,1
1,0,0,0,-0.748079855318371,1,0,0,0,0,0,0,0,0,-1.491020519067978,-0.8805941805541184,0,1,0,0,0,0,1
1,0,1,1,1.4915401492832983,1,1,0,0,0,0,0,0,1,-1.288281285047711,-0.21317266127478413,0,1,0,1,0,0,0
0,0,0,0,-1.0331224013585834,1,1,1,0,0,0,0,0,1,-0.3693075439558449,-0.8273875205692641,0,0,0,0,0,1,0
1,0,1,0,-1.1960038562387048,1,1,0,0,0,1,0,0,1,0.4948268961305394,-0.8947120339497681,1,0,0,0,0,0,0
0,0,1,0,1.0436161483629645,1,1,1,0,0,1,0,0,1,-0.12336158793125872,0.5289852444177703,0,0,1,0,0,0,0
0,0,0,1,-0.8702409464784621,0,0,0,0,0,0,0,0,0,-1.3148700370503688,-0.8641380576898144,0,0,0,0,0,1,0
1,0,0,0,1.6137012404433893,1,1,1,1,1,1,1,1,0,1.6165398712426726,2.596081632146108,1,0,0,1,0,0,0
0,0,0,0,1.2064976032430856,1,1,0,0,0,0,0,0,1,-1.2949284730483754,-0.31579180814441205,0,1,0,1,1,0,0
1,0,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,0,-1.4926823160681442,-0.9830147951103702,0,1,0,0,0,0,1
0,0,0,0,-0.055833672077855064,1,1,1,1,0,0,1,1,0,1.3157546142126038,0.40847613019834256,1,0,0,0,0,1,0
1,0,1,0,-1.2774445836787656,0,0,0,0,0,0,0,0,1,-1.3730329320561832,-0.9954340942693556,0,0,0,0,0,1,0
1,0,0,0,-1.1552834925186746,1,0,0,0,0,0,0,0,0,-1.4976677070686424,-0.9538084858981198,0,1,1,0,0,0,1
1,0,1,0,0.5956921474426305,1,1,0,0,0,0,1,1,1,1.0116457631822036,1.0073378239250537,1,0,1,0,1,0,0
0,0,0,0,0.35136996512244845,1,1,0,1,1,0,1,1,1,0.5247392421335293,0.4341970943535417,0,0,1,0,0,1,0
0,0,0,0,0.5956921474426305,0,0,1,0,1,1,0,0,0,-0.7598298389948839,-0.1784515655798584,0,0,0,1,0,0,1
1,0,0,0,-1.2774445836787656,0,0,0,0,0,0,0,1,1,-0.9742016520163136,-0.990139899245987,0,0,0,0,0,1,0
0,0,0,1,-0.9924020376385531,1,0,0,0,0,0,0,0,0,-1.4893587220678117,-0.9303816729197139,0,1,0,0,0,0,1
0,0,1,1,0.06632741908223598,1,0,1,1,1,1,1,1,0,0.6643301901474837,0.24693700454780823,0,0,0,1,0,0,1
1,0,1,1,0.43281069256250915,1,1,0,0,0,0,0,0,0,-1.3464441800535252,-0.5302067065908401,0,1,0,1,0,0,1
0,0,0,0,-1.1552834925186746,1,0,1,0,0,0,0,0,1,-0.47233895796614456,-0.9018150789394542,0,0,0,0,0,0,0
1,0,1,0,0.8400143297628127,1,1,0,1,0,1,0,1,0,1.0963974101906757,1.2191938614435203,1,0,1,0,0,0,0
1,0,0,0,1.4915401492832983,1,1,1,1,1,1,1,1,0,0.8604222361670865,1.7834226960590285,0,0,0,1,0,0,1
1,0,0,0,-1.1960038562387048,1,1,0,0,0,0,0,0,0,0.3236618051134285,-0.90984460805823,1,0,0,0,0,1,0
0,0,1,1,1.2879383306831464,1,0,1,0,0,1,1,0,0,0.034509127084522986,0.788952279211099,0,0,1,0,0,0,1
1,0,0,1,-0.9109613101984924,1,1,0,0,0,0,0,0,0,-1.328164413051698,-0.9069989782331692,0,1,0,0,1,0,0
1,0,0,0,-0.30015585439803716,1,0,0,0,0,0,0,0,0,-1.4677553610656522,-0.7668792832813471,0,1,0,0,0,0,1
1,0,0,1,-1.2774445836787656,1,0,1,0,0,0,0,0,0,-0.47067716096597834,-0.9834559780289841,0,0,0,0,0,0,1
1,0,0,0,-0.015113308357824713,1,1,1,0,0,1,0,0,0,0.7607144161571191,0.214708592343052,1,0,0,0,0,0,0
1,0,0,0,0.14776814652229667,1,0,1,0,1,1,1,1,1,0.47987072312904416,0.253775339786326,0,0,0,0,1,0,0
0,0,0,0,-0.0965540357978854,1,0,1,1,0,0,0,0,1,-0.31446824295036285,-0.33050525848019063,0,0,0,0,0,0,0
0,0,0,0,-0.30015585439803716,1,0,1,1,1,1,1,0,0,0.3170146171127639,-0.18350310999798927,0,0,1,0,0,0,1
1,1,1,1,-0.13727439951791576,1,1,0,0,1,0,1,1,1,1.302460238211275,0.3022392833960795,1,0,0,0,0,1,0
0,0,0,0,-1.2774445836787656,1,1,0,0,0,0,0,0,0,0.3735157151184122,-0.9722499318961872,1,0,0,0,0,1,0
0,0,1,0,1.002895784642934,1,1,0,1,1,1,1,1,1,1.4835961112293827,1.7528046015072132,1,0,1,0,0,0,0
1,0,0,0,-0.30015585439803716,1,0,0,0,0,0,0,0,0,-1.491020519067978,-0.7804235988827984,0,1,1,0,1,0,0
1,1,1,0,-0.015113308357824713,1,1,0,1,1,0,1,1,0,1.3822264942192488,0.5475149269995604,1,0,0,0,0,0,0
1,0,1,1,1.5729808767233588,1,1,1,1,1,1,1,1,0,0.7341256641544608,1.7577017319038293,0,0,0,1,0,0,0
0,0,0,0,-1.1552834925186746,0,0,1,0,1,0,0,0,0,-0.9891578250178088,-0.9458892525089978,0,0,0,0,0,0,1
0,0,1,0,0.9214550572028734,1,1,1,1,1,1,1,1,1,0.8438042661654253,1.1634945179684963,0,0,1,0,0,1,0
0,0,1,1,-0.62591876415828,1,0,1,0,0,1,1,0,0,0.9003053641710731,-0.3111593874989645,1,0,0,0,0,1,0
1,0,1,1,1.247217966963116,1,1,0,0,0,0,0,0,0,-1.3331498040521963,-0.3111373283530338,0,1,0,1,1,0,0
1,1,0,0,-1.0331224013585834,0,0,0,1,0,1,0,1,1,-0.6767399889865777,-0.8885134139432407,0,0,0,0,0,1,0
1,0,1,0,1.6137012404433893,1,1,1,1,1,1,1,1,1,1.7627780072572912,2.825805577868443,1,0,1,0,0,0,0
0,1,0,0,0.5142514200025698,0,0,0,0,0,0,0,1,0,-1.0157465770204666,-0.30138718585166335,0,0,1,0,0,1,0
